dataset,source,policy,implementation,model,context_len,continuation_len,target_cache_size,compression_ratio,sink_size,snap_observation_window,pyramid_window_size,pyramid_beta,lazy_threshold,nll,ppl,prefill_s,decode_s,tokens_per_s,prompt_avg_cache_len,prompt_cache_lengths,final_avg_cache_len,final_cache_lengths,kept_fraction_prompt,kv_cache_mb_prompt,kv_cache_mb_final,peak_cuda_mb,decode_attention_flops
wikitext,Salesforce/wikitext/wikitext-2-raw-v1:test,layer_adaptive_expected_pyramid,kvpress-0.5.3,EleutherAI/pythia-70m,512,128,132,0.741211,4,32,4,20,0.9,3.721613,41.331007,0.395813,0.964102,132.766,132.5,258 208 158 107 57 7,260.5,386 336 286 235 185 135,0.258789,3.105,6.105,431.018,309854208
pg19,emozilla/pg19/default:test,layer_adaptive_expected_pyramid,kvpress-0.5.3,EleutherAI/pythia-70m,512,128,132,0.741211,4,32,4,20,0.9,3.549884,34.809265,0.026614,0.669363,191.227,132.5,258 208 158 107 57 7,260.5,386 336 286 235 185 135,0.258789,3.105,6.105,431.018,309854208
